"Data Import Template"
"Table:","Item"
""
""
"Notes:"
"Please do not change the template headings."
"First data column must be blank."
"If you are uploading new records, leave the ""name"" (ID) column blank."
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present."
"Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish."
"For updating, you can update only selective columns."
"You can only upload upto 5000 records in one go. (may be less in some cases)"
""
"DocType:","Item","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","~","UOM Conversion Detail","uoms","","","","~","Item Barcode","barcodes","","","","","~","Item Reorder","reorder_levels","","","","","","","~","Item Variant Attribute","attributes","","","","","","","","","","~","Item Default","item_defaults","","","","","","","","","","","","","","~","Item Supplier","supplier_items","","","","~","Item Customer Detail","customer_items","","","","","~","Item Tax","taxes","","","","","",""
"Column Labels:","ID","Item Code","Item Group","Default Unit of Measure","Created On","Created By","Item Name","Spec Sheet","Duty","VAT","Disabled","Allow Alternative Item","warranty","Maintain Stock","Has Variants","Opening Stock","Valuation Rate","Standard Selling Rate","Is Fixed Asset","Auto Create Assets on Purchase","Create Grouped Asset","Asset Category","Asset Naming Series","Over Delivery/Receipt Allowance (%)","Over Billing Allowance (%)","Description","Brand","Shelf Life In Days","End of Life","Default Material Request Type","Valuation Method","Warranty Period (in days)","Weight Per Unit","Weight UOM","Allow Negative Stock","Has Batch No","Automatically Create New Batch","Batch Number Series","Has Expiry Date","Retain Sample","Max Sample Quantity","Has Serial No","Serial Number Series","Variant Of","Variant Based On","Enable Deferred Expense","No of Months (Expense)","Enable Deferred Revenue","No of Months (Revenue)","Default Purchase Unit of Measure","Minimum Order Qty","Safety Stock","Allow Purchase","Lead Time in days","Last Purchase Rate","Is Customer Provided Item","Customer","Delivered by Supplier (Drop Ship)","Country of Origin","Customs Tariff Number","Default Sales Unit of Measure","Grant Commission","Allow Sales","Max Discount (%)","Inspection Required before Purchase","Quality Inspection Template","Inspection Required before Delivery","Include Item In Manufacturing","Supply Raw Materials for Purchase","Default BOM","Default Item Manufacturer","Default Manufacturer Part No","","ID","Created On","Created By","UOM","Conversion Factor","","ID","Barcode","Created On","Created By","Barcode Type","UOM","","ID","Request for","Material Request Type","Created On","Created By","Check in (group)","Re-order Level","Re-order Qty","","ID","Attribute","Created On","Created By","Variant Of","Attribute Value","Numeric Values","Disabled","From Range","Increment","To Range","","ID","Company","Created On","Created By","Default Warehouse","Default Price List","Default Discount Account","Default Buying Cost Center","Default Supplier","Default Expense Account","Default Provisional Account","Default Selling Cost Center","Default Income Account","Deferred Expense Account","Deferred Revenue Account","","ID","Supplier","Created On","Created By","Supplier Part Number","","ID","Ref Code","Created On","Created By","Customer Name","Customer Group","","ID","Item Tax Template","Created On","Created By","Tax Category","Valid From","Minimum Net Rate","Maximum Net Rate"
"","""50 000L fuel tank""","50 000L fuel tank","Fuel Tanks","Unit","2025-03-13 12:22:29.092341","Administrator","50 000L fuel tank","",20,15,0,0,"",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>50 000L Aluminium Tank with 4-off compartments, elliptical with single slope at landing leg area, 3 off 146 round x 2200mm axle track drum, 10t Weweler air suspension on 1400mm beam centres with raise and lower valve, 7*385/65 super single tyres, Wabco EBS braking system with stability control and lower raise option fitted, automatic slack adjuster, one fitted dual sided axle lift, 1-off 500mm manhole per compartment, pneumatic tank vent, 50mm Fruehauf bolt on in 8mm rubbing plate kingpin, dual socket fitted below Dixon, ladder fitted at the rear of the tanker, fitted with spill kit, reverse buzzer and full length valance overturn protection.</p></div>","",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""ta26sjrkk1""","2025-03-13 12:22:29.114752","Administrator","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""l515oqjte4""","Sinopower","2025-03-13 12:22:29.115725","Administrator","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""550kVA Weichai""","550kVA Weichai","Generator","Unit","2025-05-08 10:39:41.212186","Administrator","550kVA Weichai","",0,0,0,0,"1500 hours or 1 year parts warranty.",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>550kVA Weichai Silent Generator Set</p></div>","Weichai",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""jfdotgnq6l""","2025-05-29 11:38:45.838946","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""jebkig9ok8""","Machinery Exchange","2025-05-08 10:39:41.231509","Administrator","Finished Goods - ME","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""tl3ji988np""","Sinopower","2025-07-31 17:00:16.475037","rental@machinery-exchange.com","","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""650kva Silent Generator""","650kva Silent Generator","Generator","Unit","2025-05-29 10:04:21.604809","takunda@industrial-exchange.group","650kva Silent Generator","",0,0,0,0,"1000 Hours or 1 Year.",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Cummins 650kva Silent Generator</p></div>","Cummins",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""hj9lkkir6f""","2025-05-29 10:04:21.625571","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""rs5bpapgmp""","Sinopower","2025-05-29 10:04:21.626382","takunda@industrial-exchange.group","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""670G""","670G","Grader","Unit","2025-05-08 10:39:41.249926","Administrator","John Deere 670G Grader","",0,0,0,0,"Warranty is 2000 hours or 1 year.",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>172KW, OPERATING WEIGHT 24948KG, BLADE PULL 12,800KGS</p></div>","John Deere",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""r9p36rjtkh""","2025-05-29 12:08:25.457663","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""riib9es96t""","Machinery Exchange","2025-05-08 10:39:41.277005","Administrator","Finished Goods - ME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""724P""","724P","Wheel Loader","Nos","2025-05-08 10:39:41.290200","Administrator","724P","",0,0,0,0,"",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"724P","",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""r1brblk8c2""","2025-05-08 10:39:41.301916","Administrator","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""mpj5j2a4o9""","Sinopower","2025-05-08 10:39:41.302608","Administrator","Stores - SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""85RT-TD""","85RT-TD","Mobile Crane","Nos","2026-01-19 11:10:10.875853","rental@machinery-exchange.com","85RT-TD","/files/85RT-TD.pdf",0,0,0,0,"",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>85RT-TD Mobile Crane (Rough Terrain)</p><p>Cummins QSB 6.7 liter, 270 brake horsepower (201 kW) engine with 120V block heater, and Tier 4f/Stage IV off-highway emissions, 85t</p></div>","",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""n7mc775u9s""","2026-01-19 11:10:10.979802","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""32khlv4vtf""","Sinopower","2026-01-19 11:10:10.984528","rental@machinery-exchange.com","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Asiastar YBL6148H AMT Bus""","Asiastar YBL6148H AMT Bus","Bus","Nos","2026-01-14 12:49:17.278461","trucks@sinopower.co.zw","Asiastar YBL6148H AMT Bus","",0,0,0,0,"",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"Asiastar YBL6148H AMT Bus","",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""o0ee5dvcd6""","2026-01-14 12:49:17.365804","trucks@sinopower.co.zw","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""m4l2c7d3nq""","Sinopower","2026-01-14 12:49:17.369776","trucks@sinopower.co.zw","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Auger""","Auger","Attachments","Nos","2026-02-03 12:13:46.217448","rental@machinery-exchange.com","Auger","",0,0,0,0,"",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"Auger","",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""1u8h34ai23""","2026-02-03 12:13:46.269944","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""5ivtlkghk8""","Sinopower","2026-02-03 12:13:46.271078","rental@machinery-exchange.com","Stores - SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""7e8ponnucv""","Machinery Exchange","2026-02-03 12:22:38.494111","rental@machinery-exchange.com","","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Autliner Superlink Trailer""","Autliner Superlink Trailer","Trailer","Unit","2025-03-13 12:20:59.457898","Administrator","Autliner Superlink Trailer","",15,15,0,0,"12-months workmanship",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>New 6.1 X 12.2m tautliner super link combination trailer, 35-ton payload, c/w, 6.1m Tandem Axle Front link Tautliner Trailer, 12.2m Tandem Axle Rear link Tautliner, 800gsm with steel buckles at 500mm centres, one pair sliding roof support on front link and two pairs side roof supports on rear link,315/80R 22.5 tyres with digital printed curtains and tailboard decal.</p></div>","Henred",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""4ftnl7d1fk""","2025-03-13 12:20:59.520426","Administrator","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""3ioj2l8gr4""","Sinopower","2025-03-13 12:20:59.521790","Administrator","Stores - SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""B16NT""","B16NT","Forklift","Nos","2026-03-03 13:57:13.416889","rental@machinery-exchange.com","B16NT","",0,0,0,0,"2000 hours or 1 year",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p><strong>Bobcat B16NT Electric Counterbalance Forklift</strong></p><p>Capacity: 1600kg,Load centre, 500mm, Lift height 4800mm, Free lift, 940mm, Fork length 1070mm, Collapsed Height 2175mm, Side shift, Solid tyres, Lithium Ion Battery 51.2 Volt 277 AH, Charger 3 phase 150 amp.</p></div>","Bobcat",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""tdelp3j34m""","2026-03-03 13:57:13.532932","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""5sb2qi37vr""","Sinopower","2026-03-03 13:57:13.540023","rental@machinery-exchange.com","Stores - SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""r61faauuji""","Machinery Exchange","2026-03-03 13:59:15.531352","rental@machinery-exchange.com","","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","""B25NS Lithium""","B25NS Lithium","Forklift","Nos","2025-08-01 13:42:22.759261","rental@machinery-exchange.com","B25NS Lithium","",0,0,0,0,"2000 hours or 1 year",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p><strong>Bobcat B25NS Electric Counterbalance Forklift</strong></p><p>Capacity: 2500kg,Load centre, 500mm, Lift height 4710mm, Free lift, 940mm, Fork length 1150mm, Collapsed Height 2175mm, Side shift, Solid tyres, Lithium Ion Battery 51.2 Volt 420 AH, Charger 48 phase 200 amp.</p></div>","Bobcat",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""cpurt4o5fl""","2025-08-01 13:42:22.823217","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""l4its7p600""","Sinopower","2025-08-01 13:42:22.824266","rental@machinery-exchange.com","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""s6a4n98s64""","Machinery Exchange","2025-11-27 12:48:57.901809","Administrator","","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""B30NS""","B30NS","Forklift","Nos","2026-03-19 16:29:43.666187","rental@machinery-exchange.com","B30NS","/files/Bobcat Electric Forklifts.pdf",0,0,0,0,"2000 hours or 1 year full warranty",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>B30NS Electric Forklift, Lithium Ion Battery 81.2 Volt 450AH, Charger 3 phase 200 Amp</p><p>Capacity: 3000kg,Load centre 500mm, Lift height 4710mm, Free lift 940mm, Fork length 1150mm,</p><p>Collapsed Height 2175mm</p><p><br></p></div>","Bobcat",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""3u14kp3o9b""","2026-03-19 16:29:43.717707","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""3eit46ivi6""","Sinopower","2026-03-19 16:29:43.718983","rental@machinery-exchange.com","Stores - SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""mus0jp30gj""","Machinery Exchange","2026-03-19 16:38:36.790647","rental@machinery-exchange.com","","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","""B318""","B318","Forklift","Unit","2025-05-08 10:39:41.314543","Administrator","Bendi 318 Electric Articulated Forklift","",0,0,0,0,"Warranty is 1500 hours or 1 year.",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Battery Electric, 1800kg Capacity, 9 meters lifting</p><p>height, 1.6m aisle, Dual inside/Outside Capability.</p></div>","Bendi",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""okspl3ikeh""","2025-05-30 08:26:32.133726","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""g03i5im4g1""","Machinery Exchange","2025-05-08 10:39:41.326405","Administrator","Finished Goods - ME","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""qev66ne5ob""","Sinopower","2025-07-08 17:16:48.211291","rental@machinery-exchange.com","","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""B35NS""","B35NS","Forklift","Nos","2026-02-23 16:00:46.952353","rental@machinery-exchange.com","B35NS","/files/Bobcat Electric Forklifts.pdf",0,0,0,0,"2000 hours or 1 year",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Counterbalance Electric Forklift</p><p>Capacity: 3500kg,Load centre 500mm, Lift height 4710mm, Free lift 950mm, Fork length 1150mm, Collapsed Height 2175mm, Lithium Ion Battery, 81.2 Volt 450 AH, charger 3 phase</p><p><br></p></div>","Bobcat",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""embes5fe8v""","2026-02-23 16:00:47.070946","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""a1fp946md7""","Sinopower","2026-02-23 16:00:47.075282","rental@machinery-exchange.com","Stores - SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""amumfs1q4r""","Machinery Exchange","2026-02-23 16:05:00.008047","rental@machinery-exchange.com","","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","""B35X-7""","B35X-7","Forklift","Unit","2025-05-08 10:39:41.343373","Administrator","Bobcat B35X-7 Electric Counter Balance Forklift","",0,0,0,0,"Warranty is 2000 Hours or 1 Year.",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Capacity: 3500kg,Load centre 500mm, Lift height 4960mm, Free lift 147mm, Fork length 1150mm, Collapsed Height 3135mm</p><p><strong>Includes:</strong> 900mm Insert S/D Pallet Handler, Poly Carb Roof</p></div>","Bobcat",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""n2fqi1ia2p""","2025-05-29 10:42:56.763906","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""4vpntiagpd""","Machinery Exchange","2025-05-08 10:39:41.359623","Administrator","Finished Goods - ME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""onsuus9d39""","Sinopower","2025-11-18 11:32:50.302161","rental@machinery-exchange.com","","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""B420HL""","B420HL","Forklift","Nos","2025-08-26 14:37:19.212987","rental@machinery-exchange.com","B420HL","",0,0,0,0,"1500 hours or 1 year",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Battery type Lithium Ion 51.2v 630 AH , 2000kg Capacity, 10000mm lifting height, Load Centre - 500mm, Fork length - 1000mm, Free lift - 3404mm, Callapsed height - 4404mm, Side shift, Solid tyres. Residual capacity at 10000mm - 500mm l/c 1250kg / 600mm l/c 1100kg.</p></div>","Bendi",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""c3pe04taer""","2025-08-26 14:37:19.340468","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""s22ae9gn62""","Sinopower","2025-08-26 14:37:19.341467","rental@machinery-exchange.com","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""B730M""","B730M","TLB","Unit","2025-05-08 10:39:41.373229","Administrator","Bobcat B730M – Backhoe Loader","/files/B730M -Series_Brochure_B4502530_09-2023.pdf",0,0,0,0,"3000 hours or 2 years full warranty",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p><strong>Bobcat B730M TLB</strong></p><p>Engine: Perkins/ 1104C-44T, 600mm 0.20 m2 Backhoe bucket, 1.1m3 Loader, Rotating beacon Rotating beacon, Enclosed Cab, A/C, Operating weight: 7800Kg</p></div>","Bobcat",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""ukh1nbqneg""","2025-05-29 14:07:43.046690","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""9g68vuhpq3""","Sinopower","2025-05-08 10:39:41.388164","Administrator","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
